fid,identif,cap_lycee,cap_poste,cap_urgenc,cap_mat,output_location,output_usage,output_capacity,xcoord,ycoord,longitude,x,y
"237","1012","6854","76941","115657","98663",,,,990667.057599999,6367736.1105,990667.057599999,4053235.8287294502,2365739.2678878652
"238","1008","48619","5082","107739","194329",,,,976341.79984299,6368950.64653738,976341.79984299,4039044.5922996961,2368249.8380725719
"239","1010","9596","1902","42476","90314",,,,977060.5,6368350.2,977060.5,4039708.7951415279,2367587.3984879074
"240","1034","14474","6057","269557","113506",,,,980667.057599999,6372736.1105,980667.057599999,4043696.9988283929,2371620.1536397804
"241","1052","23390","7367","39276","159647",,,,960667.057599999,6377736.1105,960667.057599999,4024177.2333678417,2378413.8359849472
"242","1032","49121","8951","4553","110994",,,,970667.057599999,6372736.1105,970667.057599999,4033715.6186757465,2372530.5386265861
"243","1033","670","6990","341975","279505",,,,975667.057599999,6372736.1105,975667.057599999,4038706.2850632737,2372075.2264052415
"244","1054","17646","8807","24518","46745",,,,970667.057599999,6377736.1105,970667.057599999,4034158.4376876312,2377502.4120313008
"245","1055","36284","5375","130065","130065",,,,973332,6376535.3,973332,4036712.0431009866,2376065.6109434478
"246","1053","2910","8807","116707","154690",,,,965667.057599999,6377736.1105,965667.057599999,4029167.8108521570,2377958.0039170575
"247","578","5096","10936","110930","130065",,,,930667.057599999,6312736.1105,930667.057599999,3988490.5330241402,2316536.2019436969
"248","622","227","1754","107739","105730",,,,930667.057599999,6317736.1105,930667.057599999,3988931.5113153998,2321505.0889435378
"249","577","41421","8777","85856","113322",,,,925667.057599999,6312736.1105,925667.057599999,3983500.5904051550,2316993.1040257877
"250","670","50294","14811","39158","113322",,,,945667.057599999,6322736.1105,945667.057599999,4004342.9802333522,2325104.6752368854
"251","715","36402","2673","115916","457767",,,,945667.057599999,6327736.1105,945667.057599999,4004784.3466846137,2330074.0119921491
"252","624","4331","155911","151858","67899",,,,940667.057599999,6317736.1105,940667.057599999,3998911.6231433256,2320591.8855188270
"253","623","14504","21665","47834","159647",,,,935667.057599999,6317736.1105,935667.057599999,3993921.5408666697,2321048.3708161856
"254","669","15956","10757","183156","170405",,,,940667.057599999,6322736.1105,940667.057599999,3999352.8145205560,2325560.9744708017
"255","410","3528","18338","31756","122304",,,,925667.057599999,6292736.1105,925667.057599999,3981738.3434810294,2297120.4033856164
"256","445","15605","5398","110930","38505",,,,925667.057599999,6297736.1105,925667.057599999,3982178.6744165183,2302088.1148115657
"257","1512","1","1","1","1",,,,931729.886069102,6319201.15487809,931729.886069102,3990121.4569915966,2322863.9683135883
"258","490","47411","515","118106","105730",,,,940667.057599999,6302736.1105,940667.057599999,3997588.9268517280,2305686.4206304867
"259","491","6606","7159","107739","113322",,,,945667.057599999,6302736.1105,945667.057599999,4002578.9531700630,2305230.3101872634
"260","448","58378","26333","39158","110994",,,,940667.057599999,6297736.1105,940667.057599999,3997148.3221159810,2300718.5451483037
"261","492","48131","1722","31756","70439",,,,950667.057599999,6302736.1105,950667.057599999,4007569.0298819183,2304774.4306812678
"262","537","33930","1312","70344","154690",,,,950667.057599999,6307736.1105,950667.057599999,4008009.8582140617,2309742.5203075740
"263","536","40","2346","142826","159825",,,,945667.057599999,6307736.1105,945667.057599999,4003019.7432696391,2310198.4468540079
"264","582","1176","1994","163070","92412",,,,950667.057599999,6312736.1105,950667.057599999,4008450.8291312121,2314710.9157342780
"265","449","48131","1819","106716","46745",,,,945667.057599999,6297736.1105,945667.057599999,4002138.3082251591,2300262.4826598265
"266","1480","1","1","1","1",,,,947279.700154842,6296289.57042646,947279.700154842,4003620.2728993017,2298678.2689388413
"267","533","27953","1987","142826","38505",,,,930667.057599999,6307736.1105,930667.057599999,3988049.7054757793,2311567.6158884917
"268","534","36402","13178","87499","279505",,,,935667.057599999,6307736.1105,935667.057599999,3993039.6659790673,2311110.9946200927
"269","535","25192","7190","122732","113322",,,,940667.057599999,6307736.1105,940667.057599999,3998029.6788840895,2310654.6049496965
"270","579","32738","6537","118106","130065",,,,935667.057599999,6312736.1105,935667.057599999,3993480.5291251177,2316079.5320961648
"271","580","18166","7901","106716","118678",,,,940667.057599999,6312736.1105,940667.057599999,3998470.5777894310,2315623.0944616166
"272","581","16105","5625","163070","70439",,,,945667.057599999,6312736.1105,945667.057599999,4003460.6780979782,2315166.8890162893
"273","446","23393","40","107739","117798",,,,930667.057599999,6297736.1105,930667.057599999,3987168.5042864713,2301631.3612028682
"274","488","24566","844","23408","106408",,,,930667.057599999,6302736.1105,930667.057599999,3987609.0290901945,2306599.3344264124
"275","489","45202","1522","341975","154690",,,,935667.057599999,6302736.1105,935667.057599999,3992598.9518506681,2306142.7620359273
"276","1489","1","1","1","1",,,,937980.67982069,6302102.42276396,937980.67982069,3994852.0821638927,2305301.9361935914
"277","1490","1","1","1","1",,,,921047.312620622,6299555.80308739,921047.312620622,3977728.6521607009,2304318.3726714347
"278","1488","1","1","1","1",,,,923163.983520631,6301970.13083271,923163.983520631,3980053.6895655794,2306523.8023141846
"279","530","21783","14833","110930","118678",,,,915667.057599999,6307736.1105,915667.057599999,3973080.1475818385,2312938.8694822234
"280","486","53181","1622","153397","98453",,,,920667.057599999,6302736.1105,920667.057599999,3977629.3439820614,2307513.1722431188
"281","487","40401","90903","24518","105730",,,,925667.057599999,6302736.1105,925667.057599999,3982619.1594931800,2307056.1378226345
"282","531","25926","11323","107739","110994",,,,920667.057599999,6307736.1105,920667.057599999,3978069.9453570480,2312481.5533016566
"283","532","276459","1384","71434","159825",,,,925667.057599999,6307736.1105,925667.057599999,3983059.7982949959,2312024.4687760225
"284","621","36672","1819","153397","167623",,,,925667.057599999,6317736.1105,925667.057599999,3983941.5354060633,2321962.0399229159
"285","665","3988","2236","269557","279505",,,,920667.057599999,6322736.1105,920667.057599999,3979392.6805460686,2327388.5058859587
"286","666","8133","4487","155409","330630",,,,925667.057599999,6322736.1105,925667.057599999,3984382.6328793294,2326931.2728152466
"287","712","24961","6057","183156","167623",,,,930667.057599999,6327736.1105,930667.057599999,3989813.9184431746,2331443.7511675805
"288","1516","1","1","1","1",,,,918632.9848753,6325088.14581874,918632.9848753,3977570.2397704362,2329912.2782081338
"289","1513","1","1","1","1",,,,928852.536564403,6319035.78996403,928852.536564403,3987235.2695161528,2322962.5369415893
"290","1514","1","1","1","1",,,,928025.711994087,6321714.70157185,928025.711994087,3986646.4430626570,2325700.5198689308
"291","667","28333","2673","80054","154690",,,,930667.057599999,6322736.1105,930667.057599999,3989372.6399288960,2326474.2732363949
"292","709","24961","32549","24518","270166",,,,915667.057599999,6327736.1105,915667.057599999,3974843.9758674642,2332815.5971676707
"293","710","11357","7458","216","122304",,,,920667.057599999,6327736.1105,920667.057599999,3979833.9012434008,2332358.0810413733
"294","760","52040","5671","45625","46745",,,,930667.057599999,6332736.1105,930667.057599999,3990255.3464359888,2336413.5190792773
"295","758","22923","847","39158","98663",,,,925667.057599999,6332736.1105,925667.057599999,3985265.2835654481,2336870.6149614844
"296","759","22923","847","39158","98663",,,,925667.057599999,6337736.1105,925667.057599999,3985706.8359375782,2341840.7168956469
"297","756","14306","8024","119535","122920",,,,915667.057599999,6332736.1105,915667.057599999,3975285.3238361673,2337785.5109586697
"298","804","16105","3195","39158","130065",,,,920667.057599999,6337736.1105,920667.057599999,3980716.8035846166,2342298.0958446730
"299","711","7843","20307","143078","118678",,,,925667.057599999,6327736.1105,925667.057599999,3984823.8824057798,2331900.7990475451
"300","757","65578","9325","105730","116948",,,,920667.057599999,6332736.1105,920667.057599999,3980275.2757290751,2337327.9455815977
"301","1515","1","1","1","1",,,,923803.200000003,6327792.7,923803.200000003,3982968.7478484642,2332127.4798516287
"302","1244","60422","1622","46745","457767",,,,985667.057599999,6437736.1105,985667.057599999,4054454.0905412585,2435817.1259476249
"303","1239","14504","41117","119535","95904",,,,990667.057599999,6432736.1105,990667.057599999,4059000.5946216192,2430387.5089521320
"304","1240","13093","2253","117798","92412",,,,995667.057599999,6432736.1105,995667.057599999,4063991.4172329046,2429932.7325391965
"305","1254","3528","817","23408","127767",,,,978500.97502056,6444422.96610748,978500.97502056,4047895.7108162255,2443123.0275191008
"306","1255","3528","817","23408","127767",,,,980667.057599999,6442736.1105,980667.057599999,4049907.7861932255,2441247.2706200443
"307","1256","48619","8427","4553","330630",,,,985667.057599999,6442736.1105,985667.057599999,4054898.4778238498,2440791.9317509080
"308","1257","50366","935","118106","110994",,,,976814.119413083,6446858.94558411,976814.119413083,4046428.5992368590,2445700.5860045650
"309","1260","15605","3606","110930","270166",,,,985667.057599999,6447736.1105,985667.057599999,4055342.9804083854,2445766.9461360816
"310","1251","8440","6324","21440","90314",,,,965667.057599999,6442736.1105,965667.057599999,4034936.0096444623,2442614.7785748113
"311","1246","3390","4385","105730","159647",,,,955667.057599999,6442736.1105,955667.057599999,4024955.0825561527,2443527.6938484074
"312","1248","53181","6376","27953","106408",,,,960464.634927102,6444220.54343458,960464.634927102,4029875.4694365263,2444566.6374613238
"313","1237","24961","882","27953","127767",,,,980667.057599999,6432736.1105,980667.057599999,4049019.0913184350,2431297.8030807180
"314","1238","27500","996","125962","92412",,,,985667.057599999,6432736.1105,985667.057599999,4054009.8190261414,2430842.5324467304
"315","1242","10243","3679","47834","117798",,,,975667.057599999,6437736.1105,975667.057599999,4044472.7179559786,2436727.9836424845
"316","1243","41421","4299","71434","95904",,,,980667.057599999,6437736.1105,980667.057599999,4049463.3797723730,2436272.4308663490
"317","1253","40","5074","39276","90314",,,,970667.057599999,6442736.1105,970667.057599999,4039926.5512373224,2442158.6939788694
"318","1221","4479","10696","125962","122304",,,,995667.057599999,6422736.1105,995667.057599999,4063103.2767673777,2419984.3325001085
"319","1236","75785","12585","85856","159647",,,,995262.212254205,6426656.52291122,995262.212254205,4063047.3055355265,2423921.2207844146
"320","1234","26795","3805","119535","98663",,,,985667.057599999,6427736.1105,985667.057599999,4053565.6637432310,2425868.1549658058
"321","1233","28333","11776","72786","167623",,,,981396.700000003,6427994.7,981396.700000003,4049326.1782733295,2426514.2042544005
"322","1235","68765","32549","9265","122920",,,,990667.057599999,6427736.1105,990667.057599999,4058556.4538853904,2425413.1654297663
"323","1096","17308","9728","80101","65356",,,,960667.057599999,6387736.1105,960667.057599999,4025063.2328917175,2388358.5063502928
"324","1112","49407","326","39158","122304",,,,960667.057599999,6392736.1105,960667.057599999,4025506.4297776697,2393331.2149657216
"325","1097","22923","7182","130065","116948",,,,965667.057599999,6387736.1105,965667.057599999,4030053.8209346705,2387902.5936344899
"326","1115","12282","4599","23408","70439",,,,975667.057599999,6392736.1105,975667.057599999,4040478.3487437447,2391964.0835745288
"327","1116","17250","7373","39276","113322",,,,980667.057599999,6392736.1105,980667.057599999,4045469.0858235438,2391508.8572118976
"328","1117","130627","4385","143078","457767",,,,985445.600000001,6394020.6,985445.600000001,4050352.6984945433,2392351.4887528662
"329","1101","40905","11956","87499","457767",,,,985827.100000001,6388725.1,985827.100000001,4050264.0656989561,2387050.3320897487
"330","1277","1","1","1","1",,,,977963.213870222,6385045.30767362,977963.213870222,4042088.5765745314,2384106.4856012850
"331","1132","53181","6155","24518","90314",,,,976131.200000003,6396592.9,976131.200000003,4041283.5827354207,2395757.6276333285
"332","1134","12266","7761","27953","122732",,,,980667.057599999,6397736.1105,980667.057599999,4045912.4139605602,2396481.6556449509
"333","1075","45202","31284","341975","98663",,,,975667.057599999,6382736.1105,975667.057599999,4039592.0665336535,2382019.1502305306
"334","1099","14474","295","39158","194329",,,,975667.057599999,6387736.1105,975667.057599999,4040035.1452722521,2386991.4925569212
"335","1076","15814","1073","27953","117798",,,,981294.100000001,6382942.6,981294.100000001,4045226.9754814361,2381712.2778468570
"336","1100","9120","7159","341975","38505",,,,980667.057599999,6387736.1105,980667.057599999,4045025.8797869175,2386536.3041047300
"337","1283","1","1","1","1",,,,967565.068073931,6382981.55354612,967565.068073931,4031526.9469886166,2383001.2684240942
"338","1113","77061","1959","46745","67899",,,,965667.057599999,6392736.1105,965667.057599999,4030497.0198330078,2392875.2624057136
"339","1130","22923","1724","122732","167623",,,,964519.995786915,6395441.98687383,964519.995786915,4029592.0142453639,2395671.0345672942
"340","1098","15423","4380","42476","118678",,,,970667.057599999,6387736.1105,970667.057599999,4035044.4586914266,2387446.9223847324
"341","1073","44098","2784","56541","92412",,,,965667.057599999,6382736.1105,965667.057599999,4029610.7511251601,2382930.1729081431
"342","1114","10780","24693","47834","159825",,,,970667.057599999,6392736.1105,970667.057599999,4035487.6597842169,2392419.5519568501
"343","1276","1","1","1","1",,,,972962.578868953,6390019.48428864,972962.578868953,4037538.0817680042,2389508.6383167282
"344","1275","1","1","1","1",,,,966400.899078926,6389834.27558489,966400.899078926,4030972.2506083730,2389922.3639938468
"345","1189","49407","22645","80054","92412",,,,985667.057599999,6412736.1105,985667.057599999,4052233.8999231271,2410946.3557747579
"346","1209","3528","42076","23408","116948",,,,984384.200000003,6418367.2,984384.200000003,4051453.2355863545,2416664.6103436877
"347","1218","5096","14257","110930","46745",,,,981630.600000001,6422916.8,981630.600000001,4049108.6721529774,2421441.2108227592
"348","1173","50294","1114","116707","95904",,,,973793,6410260.2,973793,4040162.1041653575,2409564.7551667430
"349","1187","50294","1114","116707","95904",,,,977707.5,6411605.8,977707.5,4044188.7392783873,2410546.6501650806
"350","1188","58378","3075","269557","183156",,,,980059.789581308,6411858.94558411,980059.789581308,4046559.1352119646,2410584.2441543471
"351","1208","8440","8314","89506","65356",,,,981125.5,6417413.8,981125.5,4048115.9194602375,2416012.8604594721
"352","1174","12485","9270","125962","279505",,,,975863.899999999,6408203.4,975863.899999999,4042046.6414786833,2407330.1886960836
"353","1176","155913","14539","80054","122920",,,,981001.5,6407358.5,981001.5,4047099.7552760681,2406021.9250981198
